Latitude,Longitude
-23.20017426359265,-45.909766074451134
-23.16080249519669,-45.89239274367504
-23.17475180194145,-45.860879434043774
-23.17362562160582,-45.858060320185565
-23.207529043587225,-45.89939892257065
-23.207396034639626,-45.900672843159114
-23.206876566273145,-45.90004540181153
-23.206273514537823,-45.899380554081844
-23.212784551988186,-45.908152673041926
-23.212865334237584,-45.90759479837372
-23.212344837474266,-45.90756218490027
-23.214570239822343,-45.906630698417224
-23.214316425246302,-45.90701383313465
-23.214217517767455,-45.90740889335975
-23.214884515782735,-45.908390823381716
-23.214118323670554,-45.90824778689206
-23.213998280994936,-45.908568654248796
-23.218053626203055,-45.90994431313341
-23.218092144144368,-45.90889166049229
-23.216804630974025,-45.90837676402732
-23.216963088084736,-45.907366216287784
-23.215918499824994,-45.90794975081319
-23.216092594379308,-45.90694117997087
-23.2155855787365,-45.907233178307145
-23.217429772159914,-45.90519840619141
-23.216233667468146,-45.905256406843314
-23.21641964567661,-45.90377942008839
-23.220195289853706,-45.90982188813486
-23.220466862741524,-45.90943249753745
-23.22163423615172,-45.9100649841947
-23.221982230551784,-45.91039353807408
-23.222537254426133,-45.909433956173594
-23.219981855030145,-45.90564813746499
-23.227089016239248,-45.91055527984182
-23.206479419323344,-45.91554118449553
-23.20295871392399,-45.91212627583348
-23.208378154035724,-45.912614948573484
-23.17030146962235,-45.8407091880875
-23.213727023831712,-45.84973246542228
-23.21712354261804,-45.841759787952604
-23.195743252746116,-45.878042591300236
-23.195763319091164,-45.877058521010305
-23.176869050775693,-45.84363763192011
-23.19535339464144,-45.86567781603426
-23.197019327390954,-45.86236020194817
-23.200643791792967,-45.86284630451602
-23.199113829377975,-45.86141431323819
-23.203123659094675,-45.859705766684215
-23.20072444759843,-45.85786669584465
-23.214973550165844,-45.853872048366675
-23.21584827771006,-45.853354905394944
-23.2138881688811,-45.8521070988181
-23.214312919249416,-45.85182542959989
-23.21474591628158,-45.85139955924154
-23.218625494132922,-45.852825973137925
-23.216019059820926,-45.84792466013186
-23.21051518853989,-45.85217274857415
-23.211134703846465,-45.85002743979132
-23.214032146048265,-45.84223200787597
-23.214231643946235,-45.844179434784174
-23.17893782902827,-45.87230581671256
-23.179708149490367,-45.87069523176889
-23.175807201760183,-45.87944970740859
-23.176072209164268,-45.8781737013678
-23.19335079964203,-45.89188869740549
-23.194966588673818,-45.891659806150344
-23.194781890106867,-45.894964289516295
-23.19561142591953,-45.89642505397747
-23.194105435651892,-45.91689964265641
-23.192760718045225,-45.91300407397399
-23.181606475227937,-45.8697552558317
-23.181388310044838,-45.86915455346806
-23.20163587078742,-45.883995546796086
-23.20002446313249,-45.88174008170663
-23.195718096365653,-45.88684647156854
-23.19663535581647,-45.88715735137249
-23.198564213454024,-45.89246696554391
-23.200008505347284,-45.8930561138579
-23.196601089132074,-45.89655733736872
-23.195865616171226,-45.894627373978906
-23.196178509785113,-45.900107412888815
-23.195853988382364,-45.89817908317209
-23.16162595146175,-45.891571289710036
-23.162614634216865,-45.891113049017136
-23.177967430247918,-45.85742893113296
-23.179513463482003,-45.85874436230043
-23.186065894687722,-45.86154132731416
-23.185796993036373,-45.86004644319085
-23.188485697845657,-45.8670218791688
-23.188295211498314,-45.865468651966935
-23.188810560458005,-45.871048728157746
-23.18910942156739,-45.86903681988768
-23.206214761239348,-45.89078676290607
-23.207225932298922,-45.88805631420648
-23.202133127471992,-45.89556698841374
-23.203584664006215,-45.896417714782636
-23.200336960578596,-45.89535061275339
-23.200998657729123,-45.893454074258905
-23.208423803387788,-45.90087914551445
-23.209178772318673,-45.90087043596582
-23.209194503284795,-45.8998558931072
-23.20951292687122,-45.898714857025965
-23.206312436748384,-45.90387768918887
-23.20739760080093,-45.9036971660049
-23.207603620437233,-45.90259616778664
-23.20805433437865,-45.903229896404184
-23.20793762699753,-45.90187439019334
-23.2088358870192,-45.90178175222673
-23.20003835152922,-45.908873068266146
-23.200425196534507,-45.90934733194214
-23.20083144253722,-45.90979805165291
-23.20103849186508,-45.90933947358895
-23.202470590420408,-45.90802769140823
-23.201534248159323,-45.90542133951247
-23.15681477560179,-45.89271450024343
-23.156832071381167,-45.892137451453415
-23.17623012497849,-45.86016816386248
-23.179760550184188,-45.865065688202975
-23.179523630884887,-45.864026905017575
-23.179429976161252,-45.86252739779604
-23.176114334838292,-45.85745123611188
-23.174887990582324,-45.855678082037294
-23.206733458290756,-45.88889327640151
-23.208858111405874,-45.8905783092536
-23.20599830719054,-45.89855169820219
-23.20669639121619,-45.89948230276105
-23.171910240930774,-45.84715751355449
-23.169604092132513,-45.84508293149973
-23.17187759872822,-45.84566102699186
-23.171397934104984,-45.84476547645581
-23.179581129110563,-45.847091184470194
-23.178855138387547,-45.844527843755664
-23.18164692598263,-45.84898455432887
-23.1806806507961,-45.844429337595045
-23.18173310089344,-45.850813419152026
-23.18404597710584,-45.85103233016888
-23.210118669249788,-45.908582387877175
-23.209829489594714,-45.90743700557414
-23.21821158216468,-45.905471805268256
-23.218411256469224,-45.904272102608594
-23.22270384919286,-45.90539087850759
-23.222102692437776,-45.91041852452372
-23.22276085627456,-45.908982331489625
-23.22240972386233,-45.90816037998642
-23.223137347359025,-45.90823782578412
-23.222981153591714,-45.91101674279093
-23.22303653329002,-45.909631755348286
-23.223283394860918,-45.910270190890465
-23.223650772683165,-45.90947259237608
-23.223956039166033,-45.90882290760354
-23.224186147215374,-45.909930831660326
-23.207220739305757,-45.90970984035931
-23.20844606795883,-45.91063106997049
-23.208487323768534,-45.90946573701614
-23.172660982400675,-45.83959113602236
-23.172084547509673,-45.837705186499626
-23.173634924014905,-45.841239658465234
-23.17409035769952,-45.839577982758065
-23.174728290845575,-45.84403393279754
-23.17569891326307,-45.84123697825321
-23.174311887494287,-45.83844140082892
-23.17220899301623,-45.83510241982472
-23.16564786277594,-45.83693852979895
-23.165428550437802,-45.8364765929322
-23.165117031559284,-45.83588384424337
-23.16723327959291,-45.836218963941654
-23.167030992216073,-45.83571036514697
-23.16764391742482,-45.83552193085055
-23.17142398109063,-45.892937833505115
-23.17206324545953,-45.89399650128177
-23.173440786358437,-45.88130998630279
-23.17452296886295,-45.84726723416806
-23.174433005807984,-45.84693237143347
-23.17442720308537,-45.84660719285185
-23.174307247562837,-45.84612646348566
-23.175958478422302,-45.84714098702666
-23.175456826525146,-45.84619675881171
-23.176141595847326,-45.846180501934356
-23.21261232947902,-45.90634752107516
-23.213525692642122,-45.906801591169646
-23.21362661069645,-45.90624381751114
-23.213452529810333,-45.90758717580386
-23.213705346494304,-45.9073339045569
-23.215928941773942,-45.90952892382665
-23.215838885492676,-45.908458511461205
-23.217661044613198,-45.90797308361156
-23.21849270570062,-45.907826819664365
-23.2216599364062,-45.90922889083792
-23.221818279245515,-45.90883424156148
-23.220742301463204,-45.90604426857355
-23.220818026373653,-45.905307992479656
-23.221457073599748,-45.906478398525046
-23.221675825873795,-45.90498739906604
-23.194991601462014,-45.88146201520573
-23.19222485902158,-45.87887977469644
-23.197313328488644,-45.89037388184275
-23.19885021619325,-45.890343579925776
-23.196016367905457,-45.8908073211925
-23.198454602067283,-45.890983672069424
-23.200587190279478,-45.89462392027097
-23.210906557554594,-45.90266252231392
-23.20991801141113,-45.9037948648655
-23.206581023084883,-45.85812996532083
-23.206225678453603,-45.85632098020677
-23.20784766881315,-45.856339853913504
-23.207103311169757,-45.85480435281582
-23.211836636436757,-45.84666973250334
-23.21367722926027,-45.84689202339147
-23.15951150722937,-45.88940600618786
-23.214149862215585,-45.90782757085953
-23.20564206980167,-45.90519653666055
-23.215918348572718,-45.847094792052026
-23.217190319680366,-45.84925828593774
-23.213237249105518,-45.911682017946404
-23.182552918198024,-45.88064069603129
-23.182027230115413,-45.87792620440074
-23.181087655273508,-45.88102515833955
-23.181022765013306,-45.87773250093415
-23.220378080854104,-45.907797048224545
-23.21494367950093,-45.90777585421838
-23.174025071171027,-45.84798852525806
-23.18025992678373,-45.86779229495628
-23.177555080835567,-45.875457687197475
-23.197434025576708,-45.88557210541417
-23.172063245459526,-45.89399650128176
-23.158659169292534,-45.89596054663971
-23.174972586728963,-45.87586117671291
-23.181087655273497,-45.88102515833951
-23.188295211498314,-45.865468651966914
-23.189473410576074,-45.87822971729381
-23.167233279592903,-45.836218963941654
-23.1824756072936,-45.86230835422113
-23.207847668813145,-45.856339853913504
-23.213677229260266,-45.846892023391476
-23.20861197745203,-45.91416831021584
-23.221818279245515,-45.90883424156148
-23.207777381005595,-45.89595408665535
-23.203584664006215,-45.896417714782636
-23.200038351529216,-45.90887306826612
-23.19276071804523,-45.91300407397401
